 ,Feret,FeretX,FeretY,FeretAngle,MinFeret
686,7.07,404,707,98.13,1.00
687,8.25,1226,251,104.04,1.98
688,10.82,35,788,33.69,1.94
689,1.41,26,793,135.00,1.00
690,4.47,296,760,26.57,1.79
691,1.41,289,764,135.00,1.00
692,10.00,1094,414,126.87,2.00
693,1.41,453,852,135.00,1.00
694,10.77,969,820,111.80,1.94
695,12.65,1090,787,18.43,1.94
696,19.65,888,489,75.26,1.94
697,9.22,397,383,49.40,2.05
698,6.40,684,967,128.66,1.94
699,10.00,785,1062,53.13,2.03
700,9.22,1281,675,130.60,2.00
701,1.41,1287,683,135.00,1.00
702,12.08,719,407,65.56,2.13
703,10.20,301,706,11.31,1.97
704,12.17,406,554,9.46,1.98
705,5.10,398,554,168.69,1.00
706,20.22,1099,483,81.47,1.99
707,1.41,1711,545,135.00,1.00
708,2.24,1721,546,153.43,1.00
709,12.53,29,602,151.39,1.79
710,4.24,812,902,135.00,1.41
711,13.42,892,648,26.57,1.79
712,4.47,1419,998,116.57,1.79
713,5.00,187,791,53.13,1.94
714,7.81,610,715,50.19,2.00
715,5.00,603,725,53.13,1.79
716,5.66,812,214,135.00,1.41
717,10.77,829,1039,68.20,2.06
718,9.49,276,707,161.57,1.94
719,8.06,560,688,60.26,1.79
720,5.39,830,972,158.20,1.90
721,21.02,1099,482,177.27,1.00
722,20.52,1136,428,46.97,2.07
723,3.61,584,412,123.69,1.79
724,22.36,396,556,116.57,1.79
725,10.30,496,425,60.95,1.79
726,1.41,547,267,135.00,1.00
727,2.83,822,455,45.00,1.41
728,6.40,965,606,128.66,1.94
729,3.16,491,675,108.43,1.00
730,11.40,492,685,105.26,1.97
731,17.26,669,506,100.01,1.98
732,5.83,404,680,59.04,1.79
733,11.66,397,692,59.04,2.06
734,2.83,679,481,45.00,1.41
735,5.83,1101,803,59.04,1.79
736,2.24,195,805,153.43,1.00
737,13.15,632,490,81.25,1.99
738,8.54,645,843,69.44,1.96
739,2.24,670,840,116.57,1.00
740,3.16,680,668,161.57,1.00
741,7.28,684,669,164.05,1.94
742,7.28,694,671,164.05,1.94
743,13.42,889,1065,26.57,1.79
744,7.07,1134,864,45.00,1.41
745,6.08,22,770,99.46,1.00
746,1.41,21,789,135.00,1.00
747,12.17,818,1023,9.46,1.99
748,5.83,501,822,149.04,1.79
749,11.66,739,555,120.96,1.79
750,14.56,358,361,105.95,2.06
751,6.32,681,950,71.57,1.90
752,7.28,686,1002,15.95,1.94
753,3.61,36,730,56.31,1.79
754,11.18,295,539,63.43,2.11
755,2.24,671,498,153.43,1.00
