 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
246,1,0,1,0,0,6.00,0,0,6.00
247,1,0,1,0,0,8.66,0,0,8.66
248,1,0,1,0,0,1.41,0,0,1.41
249,5,2,0,6,1,5.99,0,0,11.07
250,1,0,1,0,0,5.41,0,0,5.41
251,1,0,1,0,0,11.24,0,0,11.24
252,0,0,1,0,0,0.00,0,0,0.00
253,0,0,1,0,0,0.00,0,0,0.00
254,0,0,1,0,0,0.00,0,0,0.00
255,1,0,1,0,0,3.41,0,0,3.41
256,1,0,1,0,0,1.41,0,0,1.41
257,1,0,1,0,0,1.41,0,0,1.41
258,1,0,1,0,0,4.41,0,0,4.41
259,1,0,1,0,0,7.41,0,0,7.41
260,1,0,1,0,0,5.00,0,0,5.00
261,1,0,1,0,0,1.41,0,0,1.41
262,1,0,1,0,0,2.41,0,0,2.41
263,1,0,1,0,0,15.24,0,0,15.24
264,1,0,1,0,0,1.41,0,0,1.41
265,1,0,1,0,0,1.00,0,0,1.00
266,1,0,1,0,0,1.00,0,0,1.00
267,1,0,1,0,0,6.83,0,0,6.83
268,0,0,1,0,0,0.00,0,0,0.00
269,1,0,1,0,0,2.00,0,0,2.00
270,1,0,1,0,0,5.00,0,0,5.00
271,1,0,1,0,0,1.00,0,0,1.00
272,1,0,1,0,0,1.41,0,0,1.41
273,1,0,1,0,0,7.66,0,0,7.66
274,1,0,1,0,0,14.49,0,0,14.49
275,1,0,1,0,0,9.66,0,0,9.66
276,1,0,1,0,0,18.31,0,0,18.31
277,1,0,1,0,0,7.41,0,0,7.41
278,1,0,1,0,0,3.41,0,0,3.41
279,1,0,1,0,0,48.46,0,0,48.46
280,1,0,1,0,0,3.83,0,0,3.83
281,1,0,1,0,0,11.24,0,0,11.24
282,1,0,1,0,0,4.41,0,0,4.41
283,1,0,1,0,0,18.24,0,0,18.24
284,1,0,1,0,0,3.41,0,0,3.41
285,1,0,1,0,0,8.07,0,0,8.07
286,1,0,1,0,0,43.36,0,0,43.36
287,1,0,1,0,0,31.21,0,0,31.21
288,1,0,1,0,0,12.90,0,0,12.90
289,1,0,1,0,0,1.00,0,0,1.00
290,0,0,1,0,0,0.00,0,0,0.00
291,1,0,1,0,0,2.41,0,0,2.41
292,0,0,1,0,0,0.00,0,0,0.00
